,adsh,cik,name,sic,fye,form,period,fy,fp,fs_year,fs_quarter
1101,0001021162-18-000032,1021162,TRIUMPH GROUP INC,3720.0,331.0,10-Q,20180630,2018,Q1,,
1102,0001021561-18-000115,1021561,NU SKIN ENTERPRISES INC,5122.0,1231.0,10-Q,20180630,2018,Q2,,
1103,0001021635-18-000084,1021635,OGE ENERGY CORP.,4911.0,1231.0,10-Q,20180630,2018,Q2,,
1104,0001022079-18-000163,1022079,QUEST DIAGNOSTICS INC,8071.0,1231.0,10-Q,20180630,2018,Q2,,
1105,0001022321-18-000072,1022321,GENESIS ENERGY LP,5171.0,1231.0,10-Q,20180630,2018,Q2,,
1106,0001022408-18-000028,1022408,EPLUS INC,5045.0,331.0,10-Q,20180630,2018,Q1,,
1107,0001022652-18-000052,1022652,INSEEGO CORP.,3669.0,1231.0,10-Q,20180630,2018,Q2,,
1108,0001023128-18-000063,1023128,LITHIA MOTORS INC,5500.0,1231.0,10-Q,20180630,2018,Q2,,
1109,0001023844-18-000007,1023844,NATIONAL HOLDINGS CORP,6200.0,930.0,10-Q,20180630,2018,Q3,,
1110,0001023860-18-000038,1023860,STEWARDSHIP FINANCIAL CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1112,0001024478-18-000024,1024478,ROCKWELL AUTOMATION INC,3829.0,930.0,10-Q,20180630,2018,Q3,,
1113,0001024725-18-000017,1024725,TENNECO INC,3714.0,1231.0,10-Q,20180630,2018,Q2,,
1114,0001025378-18-000050,1025378,W. P. CAREY INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1115,0001025835-18-000078,1025835,ENTERPRISE FINANCIAL SERVICES CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1116,0001025953-18-000017,1025953,"NOVATION COMPANIES, INC.",6531.0,1231.0,10-Q,20180630,2018,Q2,,
1117,0001025996-18-000216,1025996,KILROY REALTY CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1118,0001026214-18-000044,1026214,FEDERAL HOME LOAN MORTGAGE CORP,6111.0,1231.0,10-Q,20180630,2018,Q2,,
1119,0001026608-18-000027,2098,ACME UNITED CORP,3420.0,1231.0,10-Q,20180630,2018,Q2,,
1120,0001026655-18-000037,1026655,CORE MOLDING TECHNOLOGIES INC,3089.0,1231.0,10-Q,20180630,2018,Q2,,
1121,0001028734-18-000106,1028734,COBIZ FINANCIAL INC,6021.0,1231.0,10-Q,20180630,2018,Q2,,
1122,0001028918-18-000173,1028918,PACIFIC PREMIER BANCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1123,0001028954-18-000007,1028954,SB ONE BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1125,0001029199-18-000064,1029199,EURONET WORLDWIDE INC,6099.0,1231.0,10-Q,20180630,2018,Q2,,
1126,0001029730-18-000012,1029730,LADENBURG THALMANN FINANCIAL SERVICES INC.,6211.0,1231.0,10-Q,20180630,2018,Q2,,
1127,0001029744-18-000082,1029744,SONIC FOUNDRY INC,3663.0,930.0,10-Q,20180630,2018,Q3,,
1128,0001029800-18-000036,1029800,URSTADT BIDDLE PROPERTIES INC,6798.0,1031.0,10-Q,20180731,2018,Q3,,
1129,0001029831-18-000033,1029831,HILLMAN COMPANIES INC,5080.0,1231.0,10-Q,20180630,2018,Q2,,
1130,0001030469-18-000046,1030469,OFG BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1131,0001031029-18-000069,1031029,"STARTEK, INC.",7363.0,1231.0,10-Q,20180630,2018,Q2,,
1132,0001031203-18-000027,1031203,GROUP 1 AUTOMOTIVE INC,5500.0,1231.0,10-Q,20180630,2018,Q2,,
1133,0001031296-18-000051,1031296,FIRSTENERGY CORP,4911.0,1231.0,10-Q,20180630,2018,Q2,,
1134,0001031623-18-000043,1031623,GULF ISLAND FABRICATION INC,3440.0,1231.0,10-Q,20180630,2018,Q2,,
1135,0001032220-18-000059,1032220,MAXIMUS INC,7389.0,930.0,10-Q,20180630,2018,Q3,,
1136,0001032975-18-000037,1032975,LOGITECH INTERNATIONAL SA,3577.0,331.0,10-Q,20180630,2018,Q1,,
1137,0001033012-18-000099,1033012,FLAGSTAR BANCORP INC,6035.0,1231.0,10-Q,20180630,2018,Q2,,
1138,0001033905-18-000085,1033905,LUMINEX CORP,3841.0,1231.0,10-Q,20180630,2018,Q2,,
1139,0001034054-18-000016,1034054,SBA COMMUNICATIONS CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1140,0001035002-18-000041,1035002,VALERO ENERGY CORP/TX,2911.0,1231.0,10-Q,20180630,2018,Q2,,
1141,0001035201-18-000009,1035201,CALIFORNIA WATER SERVICE GROUP,4941.0,1231.0,10-Q,20180630,2018,Q2,,
1142,0001035267-18-000084,1035267,INTUITIVE SURGICAL INC,3842.0,1231.0,10-Q,20180630,2018,Q2,,
1143,0001035443-18-000158,1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1145,0001037016-18-000030,1037016,NII HOLDINGS INC,4812.0,1231.0,10-Q,20180630,2018,Q2,,
1146,0001037038-18-000010,1037038,RALPH LAUREN CORP,2320.0,331.0,10-Q,20180630,2018,Q1,,
1147,0001037646-18-000026,1037646,METTLER TOLEDO INTERNATIONAL INC/,3826.0,1231.0,10-Q,20180630,2018,Q2,,
1148,0001037976-18-000042,1037976,JONES LANG LASALLE INC,6531.0,1231.0,10-Q,20180630,2018,Q2,,
1149,0001038133-18-000050,1038133,HESKA CORP,2836.0,1231.0,10-Q,20180630,2018,Q2,,
1150,0001038357-18-000061,1038357,PIONEER NATURAL RESOURCES CO,1311.0,1231.0,10-Q,20180630,2018,Q2,,
1151,0001038509-18-000021,1038509,PRUCO LIFE INSURANCE OF NEW JERSEY,6311.0,1231.0,10-Q,20180630,2018,Q2,,
1152,0001039101-18-000018,1039101,"L3 TECHNOLOGIES, INC.",3663.0,1231.0,10-Q,20180630,2018,Q2,,
1153,0001039399-18-000072,1039399,FORMFACTOR INC,3674.0,1231.0,10-Q,20180630,2018,Q2,,
1154,0001039684-18-000056,1039684,ONEOK INC /NEW/,4923.0,1231.0,10-Q,20180630,2018,Q2,,
1155,0001039828-18-000049,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,6311.0,1231.0,10-Q,20180630,2018,Q2,,
1156,0001040161-18-000023,1040161,"PIXELWORKS, INC",3674.0,1231.0,10-Q,20180630,2018,Q2,,
1157,0001040593-18-000111,1040593,CARRIZO OIL & GAS INC,1311.0,1231.0,10-Q,20180630,2018,Q2,,
1158,0001040719-18-000032,1040719,DITECH HOLDING CORP,6162.0,1231.0,10-Q,20180630,2018,Q2,,
1159,0001040971-18-000020,1040971,SL GREEN REALTY CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1160,0001041061-18-000040,1041061,YUM BRANDS INC,5812.0,1231.0,10-Q,20180630,2018,Q2,,
1161,0001041803-18-000031,1041803,PRICESMART INC,5331.0,831.0,10-Q,20180531,2018,Q3,,
1162,0001042046-18-000043,1042046,AMERICAN FINANCIAL GROUP INC,6331.0,1231.0,10-Q,20180630,2018,Q2,,
1163,0001042776-18-000157,1042776,"PIEDMONT OFFICE REALTY TRUST, INC.",6512.0,1231.0,10-Q,20180630,2018,Q2,,
1164,0001042893-18-000010,1042893,DRIL-QUIP INC,3533.0,1231.0,10-Q,20180630,2018,Q2,,
1165,0001043277-18-000031,1043277,C H ROBINSON WORLDWIDE INC,4731.0,1231.0,10-Q,20180630,2018,Q2,,
1166,0001043604-18-000063,1043604,JUNIPER NETWORKS INC,3576.0,1231.0,10-Q,20180630,2018,Q2,,
1167,0001045309-18-000103,1045309,W R GRACE & CO,2800.0,1231.0,10-Q,20180630,2018,Q2,,
1168,0001045450-18-000053,1045450,EPR PROPERTIES,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1169,0001045810-18-000114,1045810,NVIDIA CORP,3674.0,131.0,10-Q,20180731,2018,Q2,,
1170,0001046025-18-000159,1046025,HERITAGE FINANCIAL CORP /WA/,6036.0,1231.0,10-Q,20180630,2018,Q2,,
1171,0001046311-18-000027,1046311,CHOICE HOTELS INTERNATIONAL INC /DE,7011.0,1231.0,10-Q,20180630,2018,Q2,,
1172,0001046327-18-000035,1046327,REALNETWORKS INC,7371.0,1231.0,10-Q,20180630,2018,Q2,,
1173,0001046995-18-000011,1046995,EMAGIN CORP,3674.0,1231.0,10-Q,20180630,2018,Q2,,
1174,0001047122-18-000201,1047122,RAYTHEON CO/,3812.0,1231.0,10-Q,20180630,2018,Q2,,
1175,0001047127-18-000036,1047127,"AMKOR TECHNOLOGY, INC.",3674.0,1231.0,10-Q,20180630,2018,Q2,,
1176,0001047340-18-000193,1047340,FRESH DEL MONTE PRODUCE INC,100.0,1231.0,10-Q,20180630,2018,Q2,,
1180,0001047469-18-005195,1385157,TE CONNECTIVITY LTD.,5065.0,930.0,10-Q,20180630,2018,Q3,,
1185,0001047469-18-005359,1282648,HALCON RESOURCES CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
1187,0001047469-18-005373,1053706,"CRA INTERNATIONAL, INC.",8111.0,1231.0,10-Q,20180630,2018,Q2,,
1189,0001047469-18-005474,1609550,"INSPIRE MEDICAL SYSTEMS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
1191,0001047469-18-005567,788816,OGLETHORPE POWER CORP,4911.0,1231.0,10-Q,20180630,2018,Q2,,
1194,0001047469-18-005842,1651052,FOCUS FINANCIAL PARTNERS INC.,6282.0,1231.0,10-Q,20180630,2018,Q2,,
1196,0001047469-18-006008,1211351,"NEW YORK & COMPANY, INC.",5621.0,131.0,10-Q,20180731,2018,Q2,,
1199,0001047862-18-000154,1047862,CONSOLIDATED EDISON INC,4931.0,1231.0,10-Q,20180630,2018,Q2,,
1200,0001048695-18-000025,1048695,F5 NETWORKS INC,3576.0,930.0,10-Q,20180630,2018,Q3,,
1202,0001049782-18-000006,1049782,BROOKLINE BANCORP INC,6035.0,1231.0,10-Q,20180630,2018,Q2,,
1203,0001050797-18-000038,1050797,COLUMBIA SPORTSWEAR CO,2300.0,1231.0,10-Q,20180630,2018,Q2,,
1204,0001050825-18-000150,1050825,STEELCASE INC,2522.0,228.0,10-Q,20180831,2018,Q2,,
1205,0001050915-18-000061,1050915,QUANTA SERVICES INC,1731.0,1231.0,10-Q,20180630,2018,Q2,,
1206,0001051470-18-000156,1051470,CROWN CASTLE INTERNATIONAL CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1207,0001051512-18-000046,1051512,TELEPHONE & DATA SYSTEMS INC /DE/,4813.0,1231.0,10-Q,20180630,2018,Q2,,
1208,0001051514-18-000052,1051514,"STRATA SKIN SCIENCES, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
1209,0001052595-18-000013,1052595,RED LION HOTELS CORP,7011.0,1231.0,10-Q,20180630,2018,Q2,,
1210,0001052918-18-000272,752294,ELECTRONIC SYSTEMS TECHNOLOGY INC,3670.0,1231.0,10-Q,20180630,2018,Q2,,
1212,0001052918-18-000303,1419806,RARE ELEMENT RESOURCES LTD,1040.0,1231.0,10-Q,20180630,2018,Q2,,
1213,0001052918-18-000305,839470,"WESTWATER RESOURCES, INC.",1000.0,1231.0,10-Q,20180630,2018,Q2,,
1214,0001052918-18-000308,1100644,VALIDIAN CORP,7372.0,1231.0,10-Q,20180630,2018,Q2,,
1215,0001052918-18-000314,1288750,TIMBERLINE RESOURCES CORP,1040.0,930.0,10-Q,20180630,2018,Q3,,
1216,0001052918-18-000317,711034,THUNDER MOUNTAIN GOLD INC,1000.0,1231.0,10-Q,20180630,2018,Q2,,
1217,0001052918-18-000329,1030192,NEW JERSEY MINING CO,1040.0,1231.0,10-Q,20180630,2018,Q2,,
1218,0001052918-18-000346,1455926,IRONCLAD ENCRYPTION CORP,7372.0,331.0,10-Q,20180630,2018,Q1,,
1219,0001052918-18-000361,59860,GOLDRICH MINING CO,1000.0,1231.0,10-Q,20180630,2018,Q2,,
1220,0001053374-18-000065,1053374,IPASS INC,7374.0,1231.0,10-Q,20180630,2018,Q2,,
1221,0001053507-18-000038,1053507,AMERICAN TOWER CORP /MA/,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1222,0001053532-18-000047,1053532,LASALLE HOTEL PROPERTIES,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1223,0001055160-18-000012,1055160,"MFA FINANCIAL, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
1224,0001055726-18-000040,1055726,"INOVIO PHARMACEUTICALS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
1225,0001056087-18-000068,1056087,MCCLATCHY CO,2711.0,1231.0,10-Q,20180630,2018,Q2,,
1226,0001056285-18-000071,1056285,"KIRKLAND'S, INC",5990.0,131.0,10-Q,20180731,2018,Q2,,
1227,0001056288-18-000029,1056288,FEDERATED INVESTORS INC /PA/,6282.0,1231.0,10-Q,20180630,2018,Q2,,
1228,0001056358-18-000095,1056358,MANNATECH INC,2833.0,1231.0,10-Q,20180630,2018,Q2,,
1229,0001056903-18-000017,1056903,AMERICAN STATES WATER CO,4941.0,1231.0,10-Q,20180630,2018,Q2,,
1230,0001057352-18-000082,1057352,COSTAR GROUP INC,7389.0,1231.0,10-Q,20180630,2018,Q2,,
1231,0001057706-18-000037,1057706,FIRST BANCORP /PR/,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1232,0001057877-18-000101,1057877,IDACORP INC,4911.0,1231.0,10-Q,20180630,2018,Q2,,
1233,0001058057-18-000020,1058057,MARVELL TECHNOLOGY GROUP LTD,3674.0,131.0,10-Q,20180731,2018,Q2,,
1234,0001058090-18-000047,1058090,CHIPOTLE MEXICAN GRILL INC,5812.0,1231.0,10-Q,20180630,2018,Q2,,
1235,0001058290-18-000028,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,7371.0,1231.0,10-Q,20180630,2018,Q2,,
1236,0001058623-18-000036,1058623,CUMULUS MEDIA INC,4832.0,1231.0,10-Q,20180630,2018,Q2,,
1237,0001058867-18-000075,1058867,GUARANTY BANCSHARES INC /TX/,6021.0,1231.0,10-Q,20180630,2018,Q2,,
1238,0001059262-18-000037,1059262,SP PLUS CORP,7510.0,1231.0,10-Q,20180630,2018,Q2,,
1239,0001060349-18-000020,1060349,"GAMCO INVESTORS, INC. ET AL",6211.0,1231.0,10-Q,20180630,2018,Q2,,
1240,0001060391-18-000023,1060391,"REPUBLIC SERVICES, INC.",4953.0,1231.0,10-Q,20180630,2018,Q2,,
1241,0001060736-18-000012,1060736,SEATTLE GENETICS INC /WA,2836.0,1231.0,10-Q,20180630,2018,Q2,,
1242,0001060822-18-000019,1060822,CARTERS INC,2300.0,1231.0,10-Q,20180630,2018,Q2,,
1244,0001061219-18-000026,1061219,ENTERPRISE PRODUCTS PARTNERS L P,4922.0,1231.0,10-Q,20180630,2018,Q2,,
1245,0001062047-18-000048,1062047,CONVERGYS CORP,7373.0,1231.0,10-Q,20180630,2018,Q2,,
1246,0001062231-18-000039,1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,3714.0,1231.0,10-Q,20180630,2018,Q2,,
1247,0001062292-18-000009,1062292,XO GROUP INC.,5960.0,1231.0,10-Q,20180630,2018,Q2,,
1248,0001062822-18-000026,1062822,"LEXICON PHARMACEUTICALS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
1250,0001062993-18-002851,1346022,ENERTOPIA CORP.,1000.0,831.0,10-Q,20180531,2018,Q3,,
1251,0001062993-18-002895,1348362,LEXARIA BIOSCIENCE CORP.,1000.0,831.0,10-Q,20180531,2018,Q3,,
1252,0001062993-18-002929,1354866,SECURITY DEVICES INTERNATIONAL INC.,3690.0,1130.0,10-Q,20180531,2018,Q2,,
1253,0001062993-18-002934,1099369,DESTINY MEDIA TECHNOLOGIES INC,7372.0,831.0,10-Q,20180531,2018,Q3,,
1255,0001062993-18-002938,1460602,ORGENESIS INC.,2834.0,1130.0,10-Q,20180531,2018,Q2,,
1258,0001062993-18-003195,351834,SUNOPTA INC.,5150.0,1231.0,10-Q,20180630,2018,Q2,,
1259,0001062993-18-003219,1408146,SCANDIUM INTERNATIONAL MINING CORP.,1000.0,1231.0,10-Q,20180630,2018,Q2,,
1260,0001062993-18-003231,1098880,INTELGENX TECHNOLOGIES CORP.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
1261,0001062993-18-003252,1456189,LEATT CORP,3751.0,1231.0,10-Q,20180630,2018,Q2,,
1262,0001062993-18-003318,1652539,SUSGLOBAL ENERGY CORP.,4953.0,1231.0,10-Q,20180630,2018,Q2,,
1263,0001062993-18-003334,1108630,LIVE CURRENT MEDIA INC.,7389.0,1231.0,10-Q,20180630,2018,Q2,,
1264,0001062993-18-003340,1103640,"OMPHALOS, CORP",3670.0,1231.0,10-Q,20180630,2018,Q2,,
1265,0001062993-18-003342,1263872,TRANSAKT LTD.,3661.0,1231.0,10-Q,20180630,2018,Q2,,
1266,0001062993-18-003419,1532390,ALKALINE WATER CO INC,5140.0,831.0,10-Q,20180630,2018,Q1,,
1267,0001062993-18-003442,1117057,AMERICAN LORAIN CORP,2030.0,1231.0,10-Q,20180630,2018,Q2,,
1268,0001062993-18-003444,1375686,"THT HEAT TRANSFER TECHNOLOGY, INC.",3443.0,1231.0,10-Q,20180630,2018,Q2,,
1269,0001062993-18-003484,1612851,"PALAYAN RESOURCES, INC.",1040.0,331.0,10-Q,20180630,2018,Q1,,
1270,0001062993-18-003497,1409431,THERON RESOURCE GROUP,1040.0,1231.0,10-Q,20180630,2018,Q2,,
1271,0001062993-18-003501,1574676,"GALENFEHA, INC.",8711.0,1231.0,10-Q,20180630,2018,Q2,,
1272,0001062993-18-003505,1117171,"CBAK ENERGY TECHNOLOGY, INC.",3690.0,1231.0,10-Q,20180630,2018,Q2,,
1273,0001062993-18-003612,1498380,"ONLINE DISRUPTIVE TECHNOLOGIES, INC.",2835.0,1231.0,10-Q,20180331,2018,Q1,,
1275,0001062993-18-003728,1236997,COUNTERPATH CORP,7372.0,430.0,10-Q,20180731,2019,Q1,,
1277,0001063344-18-000082,1063344,HERSHA HOSPITALITY TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1278,0001064728-18-000028,1064728,PEABODY ENERGY CORP,1221.0,1231.0,10-Q,20180630,2018,Q2,,
1279,0001065059-18-000035,1065059,CENTRUS ENERGY CORP,1400.0,1231.0,10-Q,20180630,2018,Q2,,
1280,0001065088-18-000032,1065088,EBAY INC,7389.0,1231.0,10-Q,20180630,2018,Q2,,
1281,0001065280-18-000360,1065280,NETFLIX INC,7841.0,1231.0,10-Q,20180630,2018,Q2,,
1282,0001065332-18-000014,1065332,NIC INC,7389.0,1231.0,10-Q,20180630,2018,Q2,,
1283,0001065696-18-000051,1065696,LKQ CORP,5010.0,1231.0,10-Q,20180630,2018,Q2,,
1286,0001065949-18-000103,1582962,"MINING POWER GROUP, INC.",2100.0,1231.0,10-Q,20180331,2018,Q1,,
1287,0001065949-18-000114,1483646,"BLACKSTAR ENTERPRISE GROUP, INC.",6153.0,1231.0,10-Q,20180630,2018,Q2,,
1288,0001065949-18-000115,743758,"CLOUDCOMMERCE, INC.",5900.0,1231.0,10-Q,20180630,2018,Q2,,
1293,0001066605-18-000009,1066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,7361.0,1231.0,10-Q,20180630,2018,Q2,,
1294,0001067701-18-000024,1067701,UNITED RENTALS INC /DE,7359.0,1231.0,10-Q,20180630,2018,Q2,,
1295,0001068148-18-000013,1068148,PARK OHIO INDUSTRIES INC/OH,3460.0,1231.0,10-Q,20180630,2018,Q2,,
1296,0001068875-18-000057,1068875,"BLUCORA, INC.",6199.0,1231.0,10-Q,20180630,2018,Q2,,
1297,0001069157-18-000122,1069157,EAST WEST BANCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1298,0001069183-18-000088,1069183,"AXON ENTERPRISE, INC.",3480.0,1231.0,10-Q,20180630,2018,Q2,,
1299,0001069202-18-000013,1069202,LENNOX INTERNATIONAL INC,3585.0,1231.0,10-Q,20180630,2018,Q2,,
1300,0001069258-18-000034,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760.0,1231.0,10-Q,20180630,2018,Q2,,
1301,0001069530-18-000031,1069530,PAIN THERAPEUTICS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
1302,0001069533-18-000035,1069533,RGC RESOURCES INC,4923.0,930.0,10-Q,20180630,2018,Q3,,
1303,0001069996-18-000012,1069996,FEDNAT HOLDING CO,6331.0,1231.0,10-Q,20180630,2018,Q2,,
1304,0001070081-18-000064,1070081,"PTC THERAPEUTICS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
1305,0001070154-18-000023,1070154,STERLING BANCORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
1306,0001070412-18-000071,1070412,CNX RESOURCES CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
1307,0001070423-18-000012,1070423,PLAINS ALL AMERICAN PIPELINE LP,4610.0,1231.0,10-Q,20180630,2018,Q2,,
1308,0001070680-18-000032,1070680,CENTRAL FEDERAL CORP,6035.0,1231.0,10-Q,20180630,2018,Q2,,
1309,0001071739-18-000097,1071739,CENTENE CORP,6324.0,1231.0,10-Q,20180630,2018,Q2,,
1310,0001071993-18-000037,1071993,CONTANGO OIL & GAS CO,1311.0,1231.0,10-Q,20180630,2018,Q2,,
1311,0001072613-18-000430,764579,CAS MEDICAL SYSTEMS INC,3841.0,1231.0,10-Q,20180630,2018,Q2,,
1312,0001072613-18-000442,1065078,NETWORK 1 TECHNOLOGIES INC,6794.0,1231.0,10-Q,20180630,2018,Q2,,
1313,0001072613-18-000444,887396,EMPIRE PETROLEUM CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
1314,0001072627-18-000097,1072627,KINGSWAY FINANCIAL SERVICES INC,6331.0,630.0,10-Q,20180630,2018,Q2,,
1316,0001073429-18-000157,1073429,US CONCRETE INC,3272.0,1231.0,10-Q,20180630,2018,Q2,,
1317,0001074902-18-000037,1074902,LCNB CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
1318,0001075415-18-000036,1075415,SENIOR HOUSING PROPERTIES TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
1319,0001075531-18-000044,1075531,BOOKING HOLDINGS INC.,7389.0,1231.0,10-Q,20180630,2018,Q2,,
1320,0001077183-18-000075,1077183,NEOGENOMICS INC,8734.0,1231.0,10-Q,20180630,2018,Q2,,
1321,0001077428-18-000096,1077428,TEXAS CAPITAL BANCSHARES INC/TX,6022.0,1231.0,10-Q,20180630,2018,Q2,,
1322,0001077771-18-000116,1077771,UMPQUA HOLDINGS CORP,6035.0,1231.0,10-Q,20180630,2018,Q2,,
1323,0001078099-18-000108,1078099,"MEET GROUP, INC.",7310.0,1231.0,10-Q,20180630,2018,Q2,,
1324,0001078207-18-000034,1078207,"NAUTILUS, INC.",3949.0,1231.0,10-Q,20180630,2018,Q2,,
1328,0001078782-18-000728,1615999,TYG SOLUTIONS CORP.,7372.0,1231.0,10-Q,20180331,2018,Q1,,
1331,0001078782-18-000746,1382574,"TRXADE GROUP, INC.",5122.0,1231.0,10-Q,20180630,2018,Q2,,
1333,0001078782-18-000816,1297937,"PARKS AMERICA, INC",7990.0,930.0,10-Q,20180630,2018,Q3,,
1334,0001078782-18-000824,1182737,DAKOTA TERRITORY RESOURCE CORP,1000.0,331.0,10-Q,20180630,2018,Q1,,
1335,0001078782-18-000835,1599117,"MENTOR CAPITAL, INC.",6799.0,1231.0,10-Q,20180630,2018,Q2,,
1336,0001078782-18-000837,1689490,ALLEGRO BEAUTY PRODUCTS INC,2844.0,331.0,10-Q,20180630,2018,Q1,,
1337,0001078782-18-000840,93314,VOLITIONRX LTD,2835.0,1231.0,10-Q,20180630,2018,Q2,,
1338,0001078782-18-000852,1101026,"ZIVO BIOSCIENCE, INC.",2000.0,1231.0,10-Q,20180630,2018,Q2,,
1340,0001078782-18-000875,1502659,LED LIGHTING CO,5063.0,1231.0,10-Q,20180331,2018,Q1,,
1342,0001078782-18-000881,855787,ALPHA ENERGY INC,1311.0,1231.0,10-Q,20180630,2018,Q2,,
1343,0001078782-18-000883,1576873,"OROPLATA RESOURCES, INC.",1000.0,930.0,10-Q,20180630,2018,Q3,,
1344,0001078782-18-000885,1442101,ZHONG YA INTERNATIONAL LTD,7389.0,1231.0,10-Q,20180630,2018,Q2,,
1347,0001078782-18-000894,1419051,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
1348,0001078782-18-000899,1438095,ULTIMATE PRODUCTS CORP,5031.0,331.0,10-Q,20180630,2018,Q1,,
1349,0001078782-18-000904,1615942,ONELIFE TECHNOLOGIES CORP,3669.0,1231.0,10-Q,20180630,2018,Q2,,
1350,0001078782-18-000905,1439397,"NORTHSIGHT CAPITAL, INC.",2080.0,1231.0,10-Q,20180630,2018,Q2,,
1351,0001078782-18-000906,1164888,"KYTO TECHNOLOGY & LIFE SCIENCE, INC.",2834.0,331.0,10-Q,20180630,2018,Q1,,
1352,0001078782-18-000918,1502659,LED LIGHTING CO,5063.0,1231.0,10-Q,20180630,2018,Q2,,
1357,0001078782-18-000994,1281845,INNOCAP INC,8742.0,131.0,10-Q,20180731,2018,Q2,,
1358,0001078782-18-001011,1609880,MITU RESOURCES INC.,1040.0,331.0,10-Q,20180630,2018,Q1,,
1360,0001078782-18-001024,1295560,INTREORG SYSTEMS INC.,7373.0,1231.0,10-Q,20160331,2016,Q1,,
1361,0001078782-18-001026,1295560,INTREORG SYSTEMS INC.,7373.0,1231.0,10-Q,20160630,2016,Q2,,
1362,0001078782-18-001028,1295560,INTREORG SYSTEMS INC.,7373.0,1231.0,10-Q,20160930,2016,Q3,,
1365,0001078782-18-001093,1295560,INTREORG SYSTEMS INC.,7373.0,1231.0,10-Q,20170331,2017,Q1,,
1366,0001078782-18-001098,1295560,INTREORG SYSTEMS INC.,7373.0,1231.0,10-Q,20170630,2017,Q2,,
1367,0001078782-18-001099,1295560,INTREORG SYSTEMS INC.,7373.0,1231.0,10-Q,20170930,2017,Q3,,
1368,0001079973-18-000428,1535635,SERVICE TEAM INC.,7600.0,831.0,10-Q,20180531,2018,Q3,,
1369,0001079973-18-000430,1128189,"PROTOKINETIX, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
1370,0001079973-18-000453,1602078,NEMAURA MEDICAL INC.,3841.0,331.0,10-Q,20180630,2018,Q1,,
1371,0001079973-18-000455,1493137,"LIFELOC TECHNOLOGIES, INC",3826.0,1231.0,10-Q,20180630,2018,Q2,,
1372,0001079973-18-000457,1353970,CHINA XD PLASTICS CO LTD,3086.0,1231.0,10-Q,20180630,2018,Q2,,
1373,0001079973-18-000463,930775,ENCISION INC,3841.0,331.0,10-Q,20180630,2018,Q1,,
1374,0001079973-18-000472,1015383,"AMMO, INC.",3480.0,331.0,10-Q,20180630,2018,Q1,,
1375,0001079973-18-000474,1167419,"RIOT BLOCKCHAIN, INC.",2835.0,1231.0,10-Q,20180630,2018,Q2,,
1377,0001079973-18-000484,1639874,"TECH CENTRAL, INC.",7812.0,1231.0,10-Q,20180630,2018,Q2,,
1378,0001079973-18-000490,1553788,"CANFIELD MEDICAL SUPPLY, INC.",8082.0,1231.0,10-Q,20180630,2018,Q2,,
1379,0001079973-18-000511,1031093,"SILVER BULL RESOURCES, INC.",1000.0,1031.0,10-Q,20180731,2018,Q3,,
